2023-10-19T20:54:26.637Z,2023-10-20T05:40:00.203Z,AVAILABLE
2023-10-20T05:40:00.203Z,2023-10-20T06:02:35.435Z,IN_USE
2023-10-20T06:02:35.435Z,2023-10-22T08:56:27.937Z,AVAILABLE
2023-10-22T08:56:27.937Z,2023-10-22T09:30:15.163Z,IN_USE
2023-10-22T09:30:15.163Z,2023-10-22T09:56:18.411Z,AVAILABLE
2023-10-22T09:56:18.411Z,2023-10-22T11:21:31.763Z,IN_USE
2023-10-22T11:21:31.763Z,2023-10-22T13:00:35.968Z,AVAILABLE
2023-10-22T13:00:35.968Z,2023-10-22T13:46:58.045Z,IN_USE
2023-10-22T13:46:58.045Z,2023-10-23T09:58:52.775Z,AVAILABLE
2023-10-23T09:58:52.775Z,2023-10-23T11:00:36.297Z,IN_USE
2023-10-23T11:00:36.297Z,2023-10-24T06:53:14.893Z,AVAILABLE
2023-10-24T06:53:14.893Z,2023-10-24T07:18:45.614Z,IN_USE
2023-10-24T07:18:45.614Z,2023-10-24T13:24:50.889Z,AVAILABLE
2023-10-24T13:24:50.889Z,2023-10-24T14:33:33.201Z,IN_USE
2023-10-24T14:33:33.201Z,2023-10-25T06:02:20.968Z,AVAILABLE
2023-10-25T06:02:20.968Z,2023-10-25T07:03:42.781Z,IN_USE
2023-10-25T07:03:42.781Z,2023-10-25T15:22:30.879Z,AVAILABLE
2023-10-25T15:22:30.879Z,2023-10-25T16:35:53.174Z,IN_USE
2023-10-25T16:35:53.174Z,2023-10-26T14:43:58.008Z,AVAILABLE
2023-10-26T14:43:58.008Z,2023-10-26T16:17:20.138Z,IN_USE
2023-10-26T16:17:20.138Z,2023-10-26T17:42:28.317Z,AVAILABLE
2023-10-26T17:42:28.317Z,2023-10-26T18:19:39.492Z,IN_USE
2023-10-26T18:19:39.492Z,2023-10-26T21:20:35.553Z,AVAILABLE
2023-10-26T21:20:35.553Z,2023-10-26T22:31:21.305Z,IN_USE
2023-10-26T22:31:21.305Z,2023-10-27T07:44:57.673Z,AVAILABLE
2023-10-27T07:44:57.673Z,2023-10-27T08:28:47.343Z,IN_USE
2023-10-27T08:28:47.343Z,2023-10-27T09:56:33.089Z,AVAILABLE
2023-10-27T09:56:33.089Z,2023-10-27T10:58:55.669Z,IN_USE
2023-10-27T10:58:55.669Z,2023-10-27T11:49:53.011Z,AVAILABLE
2023-10-27T11:49:53.011Z,2023-10-27T12:36:19.842Z,IN_USE
2023-10-27T12:36:19.842Z,2023-10-28T10:24:55.000Z,AVAILABLE
2023-10-28T10:24:55.000Z,2023-10-28T11:12:35.446Z,IN_USE
2023-10-28T11:12:35.446Z,2023-10-28T16:40:27.482Z,AVAILABLE
2023-10-28T16:40:27.482Z,2023-10-28T17:17:56.644Z,IN_USE
2023-10-28T17:17:56.644Z,2023-10-30T11:50:10.385Z,AVAILABLE
2023-10-30T11:50:10.385Z,2023-10-30T12:51:17.015Z,IN_USE
2023-10-30T12:51:17.015Z,2023-10-31T06:47:38.140Z,AVAILABLE
2023-10-31T06:47:38.140Z,2023-10-31T07:16:29.261Z,IN_USE
2023-10-31T07:16:29.261Z,2023-10-31T12:33:32.371Z,AVAILABLE
2023-10-31T12:33:32.371Z,2023-10-31T13:55:19.801Z,IN_USE
2023-10-31T13:55:19.801Z,2023-10-31T16:46:36.297Z,AVAILABLE
2023-10-31T16:46:36.297Z,2023-10-31T17:49:21.960Z,IN_USE
2023-10-31T17:49:21.960Z,2023-11-01T09:21:38.107Z,AVAILABLE
2023-11-01T09:21:38.107Z,2023-11-01T09:49:09.691Z,IN_USE
2023-11-01T09:49:09.691Z,2023-11-01T21:12:43.812Z,AVAILABLE
