2023-10-19T20:52:47.353Z,2023-10-19T22:35:44.869Z,IN_USE
2023-10-19T22:35:44.869Z,2023-10-19T23:52:55.337Z,AVAILABLE
2023-10-19T23:52:55.337Z,2023-10-20T00:17:36.248Z,IN_USE
2023-10-20T00:17:36.248Z,2023-10-20T01:06:50.836Z,AVAILABLE
2023-10-20T01:06:50.836Z,2023-10-20T01:32:55.091Z,UNAVAILABLE
2023-10-20T01:32:55.091Z,2023-10-20T03:16:22.837Z,AVAILABLE
2023-10-20T03:16:22.837Z,2023-10-20T04:14:53.504Z,IN_USE
2023-10-20T04:14:53.504Z,2023-10-20T04:46:13.379Z,AVAILABLE
2023-10-20T04:46:13.379Z,2023-10-20T05:11:53.545Z,UNAVAILABLE
2023-10-20T05:11:53.545Z,2023-10-20T05:38:29.522Z,IN_USE
2023-10-20T05:38:29.522Z,2023-10-20T09:51:18.108Z,AVAILABLE
2023-10-20T09:51:18.108Z,2023-10-20T10:15:19.698Z,IN_USE
2023-10-20T10:15:19.698Z,2023-10-20T11:41:47.501Z,AVAILABLE
2023-10-20T11:41:47.501Z,2023-10-20T12:59:52.863Z,IN_USE
2023-10-20T12:59:52.863Z,2023-10-20T13:22:32.427Z,AVAILABLE
2023-10-20T13:22:32.427Z,2023-10-21T13:44:43.504Z,IN_USE
2023-10-21T13:44:43.504Z,2023-10-21T15:15:22.798Z,AVAILABLE
2023-10-21T15:15:22.798Z,2023-10-21T16:00:17.214Z,IN_USE
2023-10-21T16:00:17.214Z,2023-10-21T16:25:47.415Z,AVAILABLE
2023-10-21T16:25:47.415Z,2023-10-21T16:53:14.719Z,IN_USE
2023-10-21T16:53:14.719Z,2023-10-21T17:49:28.236Z,AVAILABLE
2023-10-21T17:49:28.236Z,2023-10-21T18:11:10.670Z,IN_USE
2023-10-21T18:11:10.670Z,2023-10-21T18:56:50.092Z,AVAILABLE
2023-10-21T18:56:50.092Z,2023-10-21T21:39:43.398Z,IN_USE
2023-10-21T21:39:43.398Z,2023-10-21T22:29:25.203Z,AVAILABLE
2023-10-21T22:29:25.203Z,2023-10-22T00:11:57.004Z,IN_USE
2023-10-22T00:11:57.004Z,2023-10-22T01:49:20.198Z,AVAILABLE
2023-10-22T01:49:20.198Z,2023-10-22T02:18:01.068Z,IN_USE
2023-10-22T02:18:01.068Z,2023-10-22T04:47:27.971Z,AVAILABLE
2023-10-22T04:47:27.971Z,2023-10-22T06:15:16.377Z,IN_USE
2023-10-22T06:15:16.377Z,2023-10-22T07:59:44.885Z,AVAILABLE
2023-10-22T07:59:44.885Z,2023-10-22T08:54:59.530Z,IN_USE
2023-10-22T08:54:59.530Z,2023-10-22T09:27:23.518Z,AVAILABLE
2023-10-22T09:27:23.518Z,2023-10-22T10:20:13.570Z,IN_USE
2023-10-22T10:20:13.570Z,2023-10-22T10:49:22.651Z,AVAILABLE
2023-10-22T10:49:22.651Z,2023-10-22T12:06:29.967Z,IN_USE
2023-10-22T12:06:29.967Z,2023-10-22T12:59:15.770Z,AVAILABLE
2023-10-22T12:59:15.770Z,2023-10-22T16:41:35.635Z,IN_USE
2023-10-22T16:41:35.635Z,2023-10-22T17:08:16.076Z,AVAILABLE
2023-10-22T17:08:16.076Z,2023-10-22T19:39:02.690Z,IN_USE
2023-10-22T19:39:02.690Z,2023-10-22T22:27:01.602Z,AVAILABLE
2023-10-22T22:27:01.602Z,2023-10-22T23:42:01.146Z,IN_USE
2023-10-22T23:42:01.146Z,2023-10-23T04:07:46.528Z,AVAILABLE
2023-10-23T04:07:46.528Z,2023-10-23T05:23:46.094Z,IN_USE
2023-10-23T05:23:46.094Z,2023-10-23T06:49:33.340Z,AVAILABLE
2023-10-23T06:49:33.340Z,2023-10-23T07:40:16.126Z,IN_USE
2023-10-23T07:40:16.126Z,2023-10-23T09:29:11.056Z,AVAILABLE
2023-10-23T09:29:11.056Z,2023-10-23T09:57:12.893Z,IN_USE
2023-10-23T09:57:12.893Z,2023-10-23T11:22:55.040Z,AVAILABLE
2023-10-23T11:22:55.040Z,2023-10-23T12:46:33.138Z,IN_USE
2023-10-23T12:46:33.138Z,2023-10-23T14:44:12.864Z,AVAILABLE
2023-10-23T14:44:12.864Z,2023-10-23T15:15:01.481Z,IN_USE
2023-10-23T15:15:01.481Z,2023-10-23T15:38:53.039Z,AVAILABLE
2023-10-23T15:38:53.039Z,2023-10-23T17:14:45.077Z,IN_USE
2023-10-23T17:14:45.077Z,2023-10-23T18:16:47.036Z,AVAILABLE
2023-10-23T18:16:47.036Z,2023-10-23T18:44:06.609Z,IN_USE
2023-10-23T18:44:06.609Z,2023-10-23T20:45:39.184Z,AVAILABLE
2023-10-23T20:45:39.184Z,2023-10-23T21:45:51.479Z,IN_USE
2023-10-23T21:45:51.479Z,2023-10-24T03:52:43.118Z,AVAILABLE
2023-10-24T03:52:43.118Z,2023-10-24T04:19:42.541Z,IN_USE
2023-10-24T04:19:42.541Z,2023-10-24T10:15:32.582Z,AVAILABLE
2023-10-24T10:15:32.582Z,2023-10-24T10:39:53.278Z,IN_USE
2023-10-24T10:39:53.278Z,2023-10-24T11:14:49.604Z,AVAILABLE
2023-10-24T11:14:49.604Z,2023-10-24T13:21:44.551Z,IN_USE
2023-10-24T13:21:44.551Z,2023-10-24T14:30:28.031Z,AVAILABLE
2023-10-24T14:30:28.031Z,2023-10-24T15:53:55.691Z,IN_USE
2023-10-24T15:53:55.691Z,2023-10-24T17:47:27.942Z,AVAILABLE
2023-10-24T17:47:27.942Z,2023-10-24T18:52:36.096Z,IN_USE
2023-10-24T18:52:36.096Z,2023-10-24T19:25:08.045Z,AVAILABLE
2023-10-24T19:25:08.045Z,2023-10-24T22:20:11.930Z,IN_USE
2023-10-24T22:20:11.930Z,2023-10-24T23:02:25.493Z,AVAILABLE
2023-10-24T23:02:25.493Z,2023-10-24T23:36:19.956Z,IN_USE
2023-10-24T23:36:19.956Z,2023-10-25T00:03:10.641Z,AVAILABLE
2023-10-25T00:03:10.641Z,2023-10-25T01:02:57.874Z,IN_USE
2023-10-25T01:02:57.874Z,2023-10-25T03:16:00.382Z,AVAILABLE
2023-10-25T03:16:00.382Z,2023-10-25T03:46:42.256Z,IN_USE
2023-10-25T03:46:42.256Z,2023-10-25T05:32:21.618Z,AVAILABLE
2023-10-25T05:32:21.618Z,2023-10-25T06:34:33.019Z,IN_USE
2023-10-25T06:34:33.019Z,2023-10-25T07:54:23.206Z,AVAILABLE
2023-10-25T07:54:23.206Z,2023-10-25T08:29:10.660Z,IN_USE
2023-10-25T08:29:10.660Z,2023-10-25T09:28:45.604Z,AVAILABLE
2023-10-25T09:28:45.604Z,2023-10-25T11:04:47.853Z,IN_USE
2023-10-25T11:04:47.853Z,2023-10-25T12:12:02.508Z,AVAILABLE
2023-10-25T12:12:02.508Z,2023-10-25T15:19:55.645Z,IN_USE
2023-10-25T15:19:55.645Z,2023-10-25T15:59:40.322Z,AVAILABLE
2023-10-25T15:59:40.322Z,2023-10-25T17:46:18.249Z,IN_USE
2023-10-25T17:46:18.249Z,2023-10-25T19:07:48.056Z,AVAILABLE
2023-10-25T19:07:48.056Z,2023-10-25T19:42:18.982Z,IN_USE
2023-10-25T19:42:18.982Z,2023-10-25T20:13:49.329Z,AVAILABLE
2023-10-25T20:13:49.329Z,2023-10-25T20:40:11.274Z,IN_USE
2023-10-25T20:40:11.274Z,2023-10-25T21:09:27.610Z,AVAILABLE
2023-10-25T21:09:27.610Z,2023-10-25T22:06:15.864Z,IN_USE
2023-10-25T22:06:15.864Z,2023-10-25T23:13:35.149Z,AVAILABLE
2023-10-25T23:13:35.149Z,2023-10-25T23:41:49.852Z,IN_USE
2023-10-25T23:41:49.852Z,2023-10-26T01:03:00.472Z,AVAILABLE
2023-10-26T01:03:00.472Z,2023-10-26T02:16:55.438Z,IN_USE
2023-10-26T02:16:55.438Z,2023-10-26T05:45:25.771Z,AVAILABLE
2023-10-26T05:45:25.771Z,2023-10-26T06:44:12.130Z,IN_USE
2023-10-26T06:44:12.130Z,2023-10-26T07:38:11.690Z,AVAILABLE
2023-10-26T07:38:11.690Z,2023-10-26T08:18:45.662Z,IN_USE
2023-10-26T08:18:45.662Z,2023-10-26T11:29:14.520Z,AVAILABLE
2023-10-26T11:29:14.520Z,2023-10-26T12:51:17.124Z,IN_USE
2023-10-26T12:51:17.124Z,2023-10-26T16:12:31.774Z,AVAILABLE
2023-10-26T16:12:31.774Z,2023-10-26T17:39:40.304Z,IN_USE
2023-10-26T17:39:40.304Z,2023-10-26T18:58:50.201Z,AVAILABLE
2023-10-26T18:58:50.201Z,2023-10-26T21:50:56.281Z,IN_USE
2023-10-26T21:50:56.281Z,2023-10-26T22:29:46.603Z,AVAILABLE
2023-10-26T22:29:46.603Z,2023-10-27T00:48:41.357Z,IN_USE
2023-10-27T00:48:41.357Z,2023-10-27T05:52:59.047Z,AVAILABLE
2023-10-27T05:52:59.047Z,2023-10-27T06:17:39.697Z,IN_USE
2023-10-27T06:17:39.697Z,2023-10-27T07:43:11.307Z,AVAILABLE
2023-10-27T07:43:11.307Z,2023-10-27T08:27:26.425Z,IN_USE
2023-10-27T08:27:26.425Z,2023-10-27T09:55:10.300Z,AVAILABLE
2023-10-27T09:55:10.300Z,2023-10-27T10:55:59.779Z,IN_USE
2023-10-27T10:55:59.779Z,2023-10-27T11:21:00.400Z,AVAILABLE
2023-10-27T11:21:00.400Z,2023-10-27T11:45:56.357Z,UNAVAILABLE
2023-10-27T11:45:56.357Z,2023-10-27T13:28:11.064Z,AVAILABLE
2023-10-27T13:28:11.064Z,2023-10-27T14:01:19.429Z,IN_USE
2023-10-27T14:01:19.429Z,2023-10-27T14:32:02.816Z,AVAILABLE
2023-10-27T14:32:02.816Z,2023-10-27T15:02:29.112Z,IN_USE
2023-10-27T15:02:29.112Z,2023-10-27T17:05:25.293Z,AVAILABLE
2023-10-27T17:05:25.293Z,2023-10-27T18:49:28.741Z,IN_USE
2023-10-27T18:49:28.741Z,2023-10-27T19:41:52.836Z,AVAILABLE
2023-10-27T19:41:52.836Z,2023-10-27T21:44:18.252Z,IN_USE
2023-10-27T21:44:18.252Z,2023-10-27T22:23:25.573Z,AVAILABLE
2023-10-27T22:23:25.573Z,2023-10-27T23:09:45.592Z,IN_USE
2023-10-27T23:09:45.592Z,2023-10-28T00:49:54.627Z,AVAILABLE
2023-10-28T00:49:54.627Z,2023-10-28T01:50:03.809Z,IN_USE
2023-10-28T01:50:03.809Z,2023-10-28T03:24:30.743Z,AVAILABLE
2023-10-28T03:24:30.743Z,2023-10-28T04:35:25.546Z,IN_USE
2023-10-28T04:35:25.546Z,2023-10-28T09:16:01.087Z,AVAILABLE
2023-10-28T09:16:01.087Z,2023-10-28T10:22:29.840Z,IN_USE
2023-10-28T10:22:29.840Z,2023-10-28T12:26:37.057Z,AVAILABLE
2023-10-28T12:26:37.057Z,2023-10-28T13:09:32.051Z,IN_USE
2023-10-28T13:09:32.051Z,2023-10-28T13:52:13.856Z,AVAILABLE
2023-10-28T13:52:13.856Z,2023-10-28T14:34:37.701Z,UNAVAILABLE
2023-10-28T14:34:37.701Z,2023-10-28T15:16:01.245Z,AVAILABLE
2023-10-28T15:16:01.245Z,2023-10-28T16:38:45.716Z,IN_USE
2023-10-28T16:38:45.716Z,2023-10-28T18:15:26.879Z,AVAILABLE
2023-10-28T18:15:26.879Z,2023-10-28T18:49:30.917Z,IN_USE
2023-10-28T18:49:30.917Z,2023-10-28T19:27:47.649Z,AVAILABLE
2023-10-28T19:27:47.649Z,2023-10-28T20:38:13.281Z,IN_USE
2023-10-28T20:38:13.281Z,2023-10-29T03:10:19.457Z,AVAILABLE
2023-10-29T03:10:19.457Z,2023-10-29T06:03:09.376Z,IN_USE
2023-10-29T06:03:09.376Z,2023-10-29T09:53:13.516Z,UNAVAILABLE
2023-10-29T09:53:13.516Z,2023-10-29T13:07:39.242Z,IN_USE
2023-10-29T13:07:39.242Z,2023-10-29T13:38:23.817Z,AVAILABLE
2023-10-29T13:38:23.817Z,2023-10-29T14:59:09.924Z,IN_USE
2023-10-29T14:59:09.924Z,2023-10-29T16:25:39.181Z,AVAILABLE
2023-10-29T16:25:39.181Z,2023-10-29T16:49:51.071Z,IN_USE
2023-10-29T16:49:51.071Z,2023-10-29T17:17:05.452Z,AVAILABLE
2023-10-29T17:17:05.452Z,2023-10-29T17:46:04.753Z,IN_USE
2023-10-29T17:46:04.753Z,2023-10-29T19:42:33.034Z,AVAILABLE
2023-10-29T19:42:33.034Z,2023-10-29T23:58:19.950Z,IN_USE
2023-10-29T23:58:19.950Z,2023-10-30T00:25:44.395Z,AVAILABLE
2023-10-30T00:25:44.395Z,2023-10-30T01:24:10.540Z,IN_USE
2023-10-30T01:24:10.540Z,2023-10-30T02:01:41.271Z,AVAILABLE
2023-10-30T02:01:41.271Z,2023-10-30T02:23:28.946Z,UNAVAILABLE
2023-10-30T02:23:28.946Z,2023-10-30T07:02:50.490Z,AVAILABLE
2023-10-30T07:02:50.490Z,2023-10-30T07:31:00.799Z,IN_USE
2023-10-30T07:31:00.799Z,2023-10-30T08:27:48.121Z,AVAILABLE
2023-10-30T08:27:48.121Z,2023-10-30T09:30:42.633Z,IN_USE
2023-10-30T09:30:42.633Z,2023-10-30T09:52:37.126Z,AVAILABLE
2023-10-30T09:52:37.126Z,2023-10-30T10:45:50.403Z,IN_USE
2023-10-30T10:45:50.403Z,2023-10-30T11:47:52.046Z,AVAILABLE
2023-10-30T11:47:52.046Z,2023-10-30T15:33:37.394Z,IN_USE
2023-10-30T15:33:37.394Z,2023-10-30T16:57:06.049Z,AVAILABLE
2023-10-30T16:57:06.049Z,2023-10-30T17:44:58.481Z,IN_USE
2023-10-30T17:44:58.481Z,2023-10-30T18:20:51.443Z,AVAILABLE
2023-10-30T18:20:51.443Z,2023-10-30T19:05:19.423Z,IN_USE
2023-10-30T19:05:19.423Z,2023-10-30T20:09:49.505Z,AVAILABLE
2023-10-30T20:09:49.505Z,2023-10-30T21:15:50.690Z,IN_USE
2023-10-30T21:15:50.690Z,2023-10-30T23:50:28.251Z,AVAILABLE
2023-10-30T23:50:28.251Z,2023-10-31T00:28:25.697Z,IN_USE
2023-10-31T00:28:25.697Z,2023-10-31T01:52:10.298Z,AVAILABLE
2023-10-31T01:52:10.298Z,2023-10-31T03:07:58.842Z,IN_USE
2023-10-31T03:07:58.842Z,2023-10-31T04:23:29.026Z,AVAILABLE
2023-10-31T04:23:29.026Z,2023-10-31T04:50:25.720Z,IN_USE
2023-10-31T04:50:25.720Z,2023-10-31T05:46:00.901Z,AVAILABLE
2023-10-31T05:46:00.901Z,2023-10-31T06:16:09.358Z,IN_USE
2023-10-31T06:16:09.358Z,2023-10-31T10:12:11.577Z,AVAILABLE
2023-10-31T10:12:11.577Z,2023-10-31T10:47:19.584Z,IN_USE
2023-10-31T10:47:19.584Z,2023-10-31T11:29:29.810Z,UNAVAILABLE
2023-10-31T11:29:29.810Z,2023-10-31T12:30:30.098Z,AVAILABLE
2023-10-31T12:30:30.098Z,2023-10-31T17:43:45.919Z,UNAVAILABLE
2023-10-31T17:43:45.919Z,2023-10-31T19:18:38.482Z,IN_USE
2023-10-31T19:18:38.482Z,2023-10-31T20:03:14.150Z,AVAILABLE
2023-10-31T20:03:14.150Z,2023-10-31T20:43:02.430Z,IN_USE
2023-10-31T20:43:02.430Z,2023-10-31T22:51:11.537Z,AVAILABLE
2023-10-31T22:51:11.537Z,2023-10-31T23:52:25.922Z,IN_USE
2023-10-31T23:52:25.922Z,2023-11-01T00:22:31.681Z,AVAILABLE
2023-11-01T00:22:31.681Z,2023-11-01T00:56:48.655Z,IN_USE
2023-11-01T00:56:48.655Z,2023-11-01T01:19:00.467Z,AVAILABLE
2023-11-01T01:19:00.467Z,2023-11-01T01:45:56.848Z,IN_USE
2023-11-01T01:45:56.848Z,2023-11-01T03:21:49.877Z,AVAILABLE
2023-11-01T03:21:49.877Z,2023-11-01T04:56:18.215Z,IN_USE
2023-11-01T04:56:18.215Z,2023-11-01T06:44:36.503Z,AVAILABLE
2023-11-01T06:44:36.503Z,2023-11-01T08:22:07.700Z,IN_USE
2023-11-01T08:22:07.700Z,2023-11-01T10:14:46.714Z,AVAILABLE
2023-11-01T10:14:46.714Z,2023-11-01T11:11:09.668Z,IN_USE
2023-11-01T11:11:09.668Z,2023-11-01T11:38:00.175Z,AVAILABLE
2023-11-01T11:38:00.175Z,2023-11-01T12:01:27.835Z,IN_USE
2023-11-01T12:01:27.835Z,2023-11-01T12:28:24.355Z,AVAILABLE
2023-11-01T12:28:24.355Z,2023-11-01T13:43:20.881Z,IN_USE
2023-11-01T13:43:20.881Z,2023-11-01T14:12:01.808Z,AVAILABLE
2023-11-01T14:12:01.808Z,2023-11-01T18:01:09.776Z,IN_USE
2023-11-01T18:01:09.776Z,2023-11-01T18:29:18.522Z,AVAILABLE
2023-11-01T18:29:18.522Z,2023-11-01T19:20:08.087Z,IN_USE
2023-11-01T19:20:08.087Z,2023-11-01T20:11:01.629Z,AVAILABLE
2023-11-01T20:11:01.629Z,2023-11-01T21:10:35.987Z,IN_USE
